key	access	api	method	dex	codeOffset	instructionOffset	literalDefault	evidenceClass
android.intent.extras.CAMERA_PREFIX_SUB_MODE	READ	Landroid/content/Intent;->getStringExtra(Ljava/lang/String;)Ljava/lang/String;	Lcom/nothing/common/setting/LaunchIntentParser;->tryToParseIdAndModeFromNewIntent(Landroid/content/Intent;Z)V	classes5.dex	0x212d48	0x1d2		VERIFIED_STATIC_CALL_SITE
android.intent.extras.CAMERA_PREFIX_SUB_MODE	READ	Landroid/content/Intent;->getStringExtra(Ljava/lang/String;)Ljava/lang/String;	Lcom/nothing/common/setting/SettingContext;->onNewIntent(Landroid/content/Intent;Z)V	classes5.dex	0x2277fc	0x2e		VERIFIED_STATIC_CALL_SITE
android.intent.extras.CAMERA_PREFIX_TIMELAPSE_QUALITY	READ	Landroid/content/Intent;->getStringExtra(Ljava/lang/String;)Ljava/lang/String;	Lcom/nothing/common/setting/LaunchIntentParser;->parseWidgetParam(Landroid/content/Intent;I)Ljava/lang/String;	classes5.dex	0x2105d0	0x111		VERIFIED_STATIC_CALL_SITE
android.intent.extras.CAMERA_PREFIX_TIMELAPSE_QUALITY	READ	Landroid/content/Intent;->getStringExtra(Ljava/lang/String;)Ljava/lang/String;	Lcom/nothing/common/setting/LaunchIntentParser;->parseWidgetParam(Landroid/content/Intent;I)Ljava/lang/String;	classes5.dex	0x2105d0	0x49c		VERIFIED_STATIC_CALL_SITE
android.intent.extras.CAMERA_PREFIX_TIMELAPSE_QUALITY	READ	Landroid/content/Intent;->getStringExtra(Ljava/lang/String;)Ljava/lang/String;	Lcom/nothing/common/setting/LaunchIntentParser;->tryToGetIntentCameraId(Landroid/content/Intent;)I	classes5.dex	0x20ff28	0x17c		VERIFIED_STATIC_CALL_SITE
android.intent.extras.CAMERA_PREFIX_TIMER	READ	Landroid/content/Intent;->getStringExtra(Ljava/lang/String;)Ljava/lang/String;	Lcom/nothing/common/setting/LaunchIntentParser;->parseWidgetParam(Landroid/content/Intent;I)Ljava/lang/String;	classes5.dex	0x2105d0	0x121		VERIFIED_STATIC_CALL_SITE
android.intent.extras.CAMERA_PREFIX_VIDEO_HDR	READ	Landroid/content/Intent;->getStringExtra(Ljava/lang/String;)Ljava/lang/String;	Lcom/nothing/common/setting/LaunchIntentParser;->parseWidgetParam(Landroid/content/Intent;I)Ljava/lang/String;	classes5.dex	0x2105d0	0xe9		VERIFIED_STATIC_CALL_SITE
android.intent.extras.CAMERA_PREFIX_WATERMARK	READ	Landroid/content/Intent;->getStringExtra(Ljava/lang/String;)Ljava/lang/String;	Lcom/nothing/common/setting/LaunchIntentParser;->parseWidgetParam(Landroid/content/Intent;I)Ljava/lang/String;	classes5.dex	0x2105d0	0x3a		VERIFIED_STATIC_CALL_SITE
android.intent.extras.CAMERA_PREFIX_WATERMARK_DATE	READ	Landroid/os/Bundle;->containsKey(Ljava/lang/String;)Z	Lcom/nothing/common/setting/LaunchIntentParser;->parseWidgetParam(Landroid/content/Intent;I)Ljava/lang/String;	classes5.dex	0x2105d0	0x52		VERIFIED_STATIC_CALL_SITE
android.intent.extras.CAMERA_PREFIX_WATERMARK_DATE	READ	Landroid/content/Intent;->getStringExtra(Ljava/lang/String;)Ljava/lang/String;	Lcom/nothing/common/setting/LaunchIntentParser;->parseWidgetParam(Landroid/content/Intent;I)Ljava/lang/String;	classes5.dex	0x2105d0	0x58		VERIFIED_STATIC_CALL_SITE
android.intent.extras.CAMERA_PREFIX_WATERMARK_LOCATION	READ	Landroid/os/Bundle;->containsKey(Ljava/lang/String;)Z	Lcom/nothing/common/setting/LaunchIntentParser;->parseWidgetParam(Landroid/content/Intent;I)Ljava/lang/String;	classes5.dex	0x2105d0	0x9d		VERIFIED_STATIC_CALL_SITE
android.intent.extras.CAMERA_PREFIX_WATERMARK_LOCATION	READ	Landroid/content/Intent;->getStringExtra(Ljava/lang/String;)Ljava/lang/String;	Lcom/nothing/common/setting/LaunchIntentParser;->parseWidgetParam(Landroid/content/Intent;I)Ljava/lang/String;	classes5.dex	0x2105d0	0xa3		VERIFIED_STATIC_CALL_SITE
android.intent.extras.CAMERA_PREFIX_WATERMARK_LOGO	READ	Landroid/os/Bundle;->containsKey(Ljava/lang/String;)Z	Lcom/nothing/common/setting/LaunchIntentParser;->parseWidgetParam(Landroid/content/Intent;I)Ljava/lang/String;	classes5.dex	0x2105d0	0xb6		VERIFIED_STATIC_CALL_SITE
android.intent.extras.CAMERA_PREFIX_WATERMARK_LOGO	READ	Landroid/content/Intent;->getStringExtra(Ljava/lang/String;)Ljava/lang/String;	Lcom/nothing/common/setting/LaunchIntentParser;->parseWidgetParam(Landroid/content/Intent;I)Ljava/lang/String;	classes5.dex	0x2105d0	0xbc		VERIFIED_STATIC_CALL_SITE
android.intent.extras.CAMERA_PREFIX_WATERMARK_NAME	READ	Landroid/content/Intent;->getStringExtra(Ljava/lang/String;)Ljava/lang/String;	Lcom/nothing/common/setting/LaunchIntentParser;->parseWidgetParam(Landroid/content/Intent;I)Ljava/lang/String;	classes5.dex	0x2105d0	0xcd		VERIFIED_STATIC_CALL_SITE
android.intent.extras.CAMERA_PREFIX_WATERMARK_SETTING	READ	Landroid/os/Bundle;->containsKey(Ljava/lang/String;)Z	Lcom/nothing/common/setting/LaunchIntentParser;->parseWidgetParam(Landroid/content/Intent;I)Ljava/lang/String;	classes5.dex	0x2105d0	0x84		VERIFIED_STATIC_CALL_SITE
