key	access	api	method	dex	codeOffset	instructionOffset	literalDefault	evidenceClass
com.google.assistant.extra.CAMERA_OPEN_ONLY	READ	Landroid/content/Intent;->getBooleanExtra(Ljava/lang/String;Z)Z	Lcom/nothing/camera/ui/uicontext/CameraUIContext;->checkGoogleAssistFlag(Landroid/content/Intent;)Z	classes4.dex	0x547f18	0x3	0	VERIFIED_STATIC_CALL_SITE
com.google.assistant.extra.CAMERA_OPEN_ONLY	READ	Landroid/content/Intent;->hasExtra(Ljava/lang/String;)Z	Lcom/nothing/common/setting/LaunchIntentParser;->isGoogleAssistantIntent(Landroid/content/Intent;)Z	classes5.dex	0x20f99c	0x29		VERIFIED_STATIC_CALL_SITE
com.google.assistant.extra.CAMERA_OPEN_ONLY	READ	Landroid/content/Intent;->getBooleanExtra(Ljava/lang/String;Z)Z	Lcom/nothing/common/setting/LaunchIntentParser;->parseGoogleAssistantTimer(Landroid/content/Intent;)V	classes5.dex	0x212cac	0x5	0	VERIFIED_STATIC_CALL_SITE
com.google.assistant.extra.OPEN_IN_VIDEO_MODE	READ	Landroid/content/Intent;->getBooleanExtra(Ljava/lang/String;Z)Z	Lcom/nothing/common/setting/LaunchIntentParser;->parseCameraMode(Landroid/content/Intent;)V	classes5.dex	0x21279c	0x199	0	VERIFIED_STATIC_CALL_SITE
com.google.assistant.extra.TIMER_DURATION_SECONDS	READ	Landroid/content/Intent;->hasExtra(Ljava/lang/String;)Z	Lcom/nothing/common/setting/LaunchIntentParser;->isGoogleAssistantIntent(Landroid/content/Intent;)Z	classes5.dex	0x20f99c	0x41		VERIFIED_STATIC_CALL_SITE
com.google.assistant.extra.TIMER_DURATION_SECONDS	READ	Landroid/content/Intent;->getIntExtra(Ljava/lang/String;I)I	Lcom/nothing/common/setting/LaunchIntentParser;->parseGoogleAssistantTimer(Landroid/content/Intent;)V	classes5.dex	0x212cac	0x26	2	VERIFIED_STATIC_CALL_SITE
com.google.assistant.extra.USE_FRONT_CAMERA	READ	Landroid/content/Intent;->hasExtra(Ljava/lang/String;)Z	Lcom/nothing/common/setting/LaunchIntentParser;->isGoogleAssistantIntent(Landroid/content/Intent;)Z	classes5.dex	0x20f99c	0x31		VERIFIED_STATIC_CALL_SITE
com.google.assistant.extra.USE_FRONT_CAMERA	READ	Landroid/content/Intent;->getBooleanExtra(Ljava/lang/String;Z)Z	Lcom/nothing/common/setting/LaunchIntentParser;->tryToGetIntentCameraId(Landroid/content/Intent;)I	classes5.dex	0x20ff28	0x3	0	VERIFIED_STATIC_CALL_SITE
com.nothing.camera.IS_FROM_WIDGET	READ	Landroid/content/Intent;->getBooleanExtra(Ljava/lang/String;Z)Z	Lcom/nothing/camera/ui/uicontext/CameraUIContext;->onNewIntent(Landroid/content/Intent;)V	classes4.dex	0x54da74	0xb	0	VERIFIED_STATIC_CALL_SITE
com.nothing.camera.WIDGET_CAMERA	READ	Landroid/content/Intent;->getBooleanExtra(Ljava/lang/String;Z)Z	Lcom/nothing/camera/activity/CameraActivity;->onNewIntent(Landroid/content/Intent;)V	classes4.dex	0x3a1358	0x117	0	VERIFIED_STATIC_CALL_SITE
com.nothing.camera.WIDGET_CAMERA	READ	Landroid/content/Intent;->getBooleanExtra(Ljava/lang/String;Z)Z	Lcom/nothing/camera/activity/CameraActivity;->onNewIntent(Landroid/content/Intent;)V	classes4.dex	0x3a1358	0x62	0	VERIFIED_STATIC_CALL_SITE
com.nothing.camera.WIDGET_CAMERA	READ	Landroid/content/Intent;->getBooleanExtra(Ljava/lang/String;Z)Z	Lcom/nothing/camera/activity/CameraActivity;->onNewIntent(Landroid/content/Intent;)V	classes4.dex	0x3a1358	0x8a	0	VERIFIED_STATIC_CALL_SITE
com.nothing.camera.WIDGET_CAMERA	READ	Landroid/content/Intent;->hasExtra(Ljava/lang/String;)Z	Lcom/nothing/camera/activity/CameraActivity;->onNewIntent(Landroid/content/Intent;)V	classes4.dex	0x3a1358	0xb1		VERIFIED_STATIC_CALL_SITE
com.nothing.camera.WIDGET_CAMERA	READ	Landroid/content/Intent;->getBooleanExtra(Ljava/lang/String;Z)Z	Lcom/nothing/camera/ui/uicontext/CameraUIContext;->onNewIntent(Landroid/content/Intent;)V	classes4.dex	0x54da74	0x5	0	VERIFIED_STATIC_CALL_SITE
com.nothing.camera.WIDGET_CAMERA	WRITE	Landroid/content/Intent;->putExtra(Ljava/lang/String;Z)Landroid/content/Intent;	Lcom/nothing/common/preset/PresetDataParser;->paramsLoadInIntent(Lcom/nothing/common/preset/PresetData;Landroid/content/Intent;)V	classes5.dex	0x201844	0x3		VERIFIED_STATIC_CALL_SITE
com.nothing.camera.WIDGET_CAMERA	WRITE	Landroid/content/Intent;->putExtra(Ljava/lang/String;Z)Landroid/content/Intent;	Lcom/nothing/common/preset/PresetDataParser;->parserPresetToIntent(Lcom/nothing/common/preset/PresetData;Landroid/content/Intent;)V	classes5.dex	0x201964	0x62		VERIFIED_STATIC_CALL_SITE
